Rank, name, year, rating, votes, genres, runtime, titleType, link, certificate, plot, image, director, writer, actors, awards, boxOffice, country, language, rottenTomatoes, metacritic
"92", "The Beatles: Get Back", "2021", "8.9", "37712", "Biography,Documentary,History", "150", "tvMiniSeries", "https://www.imdb.com/title/tt9735318/", "PG-13", "In January 1969, The Beatles set out to write and record new songs for their first live show in more than two years, culminating in an impromptu concert atop their Savile Row studio.", "https://m.media-amazon.com/images/M/MV5BYmEzY2E0MDQtMTc3NS00OTM5LWIyMDMtMTliNThlOWQ5OWEyXkEyXkFqcGc@._V1_SX300.jpg", "Peter Jackson", "", "The Beatles, John Lennon, Paul McCartney", "Won 5 Primetime Emmys. 19 wins & 12 nominations total", "", "United Kingdom, New Zealand, United States", "English", "", ""
"93", "Dekalog", "1989", "8.9", "35218", "Drama", "60", "tvMiniSeries", "https://www.imdb.com/title/tt0092337/", "TV-MA", "Ten television drama films, each one based on one of the Ten Commandments.", "https://m.media-amazon.com/images/M/MV5BZmUzZjk0NjEtOTFjMC00NDI2LTkwZmEtZWIxYjVjNDEwNWZiXkEyXkFqcGc@._V1_SX300.jpg", "", "", "Artur Barcis, Olgierd Lukaszewicz, Olaf Lubaszenko", "9 wins & 1 nomination", "", "Poland, West Germany", "Polish", "", "100/100"
"94", "Undercover", "2011", "8.9", "28425", "Action,Crime,Drama", "60", "tvSeries", "https://www.imdb.com/title/tt1909015/", "", "Trained young policeman goes undercover in the gang of the most dangerous mafia boss in Bulgaria.", "https://m.media-amazon.com/images/M/MV5BMTEwODUwNjEwMDBeQTJeQWpwZ15BbWU3MDczMDAzODU@._V1_SX300.jpg", "", "Teodora Markova, Georgi Ivanov", "Ivaylo Zahariev, Zachary Baharov, Vladimir Penev", "16 nominations total", "", "Bulgaria", "Bulgarian", "", ""
"95", "Yeh Meri Family", "2018", "8.9", "27887", "Comedy,Drama,Family", "30", "tvSeries", "https://www.imdb.com/title/tt8595766/", "TV-14", "Through the lens of a 90s kid, we witness a family navigate through the ups and downs of life during this magical and nostalgic era.", "https://m.media-amazon.com/images/M/MV5BNGE2M2U0NTUtNDc2MC00MThmLWI2NzctMGY2MjlmZmRmMDFhXkEyXkFqcGc@._V1_SX300.jpg", "", "Sameer Saxena", "Hetal Gada, Anngad Raaj, Rajesh Kumar", "14 wins & 6 nominations total", "", "India", "Hindi", "", ""
"96", "Mahabharat", "1988", "8.9", "27841", "Action,Adventure,Drama", "45", "tvSeries", "https://www.imdb.com/title/tt0158417/", "TV-14", "When a dynastic struggle between the collateral branches of the Kuru clan, the Kauravas and Pandavas lead them to the threshold of war, Lord Krishna decides to step in and take control of the situation.", "https://m.media-amazon.com/images/M/MV5BMGE1MTlmNmYtMTg4Zi00NWRmLWIxMzktMTViNjRmYTQ5NDI2XkEyXkFqcGdeQXVyODAzNzAwOTU@._V1_SX300.jpg", "", "", "Harish Bhimani, Nitish Bharadwaj, Mukesh Khanna", "1 win & 3 nominations", "", "India", "Hindi", "", ""
"97", "Africa", "2013", "8.9", "23568", "Documentary,Family", "50", "tvMiniSeries", "https://www.imdb.com/title/tt2571774/", "TV-PG", "Africa, the world's wildest continent. David Attenborough takes an awe-inspiring journey through one of the most diverse places in the world. We visit deserts, savannas, and jungles and meet up with some of Africa's amazing wildlife.", "https://m.media-amazon.com/images/M/MV5BNWIxM2MyYzItMzZkMC00YTI4LWI4M2UtNWNlYjk5MzU5YjY2XkEyXkFqcGc@._V1_SX300.jpg", "", "", "David Attenborough, Simon Blakeney, Hugh Pearson", "2 wins & 3 nominations total", "", "United Kingdom", "English", "", ""
"98", "Still Game", "2002", "8.9", "11532", "Comedy", "29", "tvSeries", "https://www.imdb.com/title/tt0281491/", "TV-14", "Cult Scottish comedy about the lives of two OAP's Jack and Victor and their views on how it used to be in the old days and how bad it is now in the fictional area of Craiglang, Glasgow.", "https://m.media-amazon.com/images/M/MV5BNzlkNmM1YTAtZTVhNS00ODhlLTg2MGUtYTU3NDMxYWZiZjI2XkEyXkFqcGc@._V1_SX300.jpg", "", "", "Ford Kiernan, Greg Hemphill, Paul Riley", "6 wins & 3 nominations total", "", "United Kingdom", "English", "", ""
"99", "The Other Me", "2019", "8.9", "8407", "Crime,Drama,Mystery", "45", "tvSeries", "https://www.imdb.com/title/tt10478048/", "", "A series of murders alarm the police authorities, as strange symbolisms are traced to every crime scene. The eccentric professor of criminology Dimitris Lainis is asked to shed some light on the mystery.", "https://m.media-amazon.com/images/M/MV5BMzIzYmQ5NTMtMjgxYS00MmYzLTkxZjUtY2FkNGNhY2FiMTE0XkEyXkFqcGc@._V1_SX300.jpg", "", "Sotiris Tsafoulias", "Pigmalion Dadakaridis, Petros Lagoutis, Manos Vakousis", "", "", "Greece", "Greek", "", ""
"100", "Anthony Bourdain: Parts Unknown", "2013", "8.9", "8101", "Adventure,Documentary", "42", "tvSeries", "https://www.imdb.com/title/tt2845786/", "TV-PG", "Anthony Bourdain visits countries, delving into their political issues as well as indigenous food and culture.", "https://m.media-amazon.com/images/M/MV5BMjM1MzczMzU4Nl5BMl5BanBnXkFtZTgwNDc3MzcxMjI@._V1_QL75_UY562_CR3,0,380,562_.jpg", "", "", "Anthony Bourdain, Tom Vitale, David Scott Holloway", "Won 12 Primetime Emmys. 28 wins & 43 nominations total", "", "United States", "English", "", ""
"101", "How the Universe Works", "2010", "8.9", "7734", "Documentary", "60", "tvSeries", "https://www.imdb.com/title/tt1832668/", "TV-PG", "A users guide to the cosmos from the big bang to galaxies, stars, planets and moons. Where did it all come from and how does it all fit together. A primer for anyone who has ever looked up at the night sky and wondered.", "https://m.media-amazon.com/images/M/MV5BNzgxZDJjM2QtOTY4MS00Y2FmLWI5YjItYzg1ZDdkZDU5OWJjXkEyXkFqcGc@._V1_SX300.jpg", "", "", "Phil Plait, Michelle Thaller, Mike Rowe", "", "", "United States, United Kingdom", "English", "", ""
"102", "Leah Remini: Scientology and the Aftermath", "2016", "8.9", "6873", "Documentary,History,Mystery", "47", "tvSeries", "https://www.imdb.com/title/tt6244192/", "TV-14", "A series featuring stories from former members of the Church of Scientology whose lives have been affected by the Church's alleged harmful practices.", "https://m.media-amazon.com/images/M/MV5BMzgxMzQxNWItNzY5ZC00NTkwLWFmM2QtNDgyMWI3NGNjNzY0XkEyXkFqcGc@._V1_SX300.jpg", "", "", "Leah Remini, Mike Rinder, Mary Kahn", "Won 2 Primetime Emmys. 5 wins & 10 nominations total", "", "United States", "English", "", ""
"103", "B.E. Rojgaar", "2022", "8.9", "6700", "Drama", "35", "tvSeries", "https://www.imdb.com/title/tt19882482/", "", "An aspirational tale of three engineer friends, Akshay, Piyu and Papdya, who go on a journey from being 'be rojgaar' to creating 'rojgaar' by stumbling on a start-up idea and going back to their roots.", "https://m.media-amazon.com/images/M/MV5BMWQ4MjBiOGEtMWUyMC00Y2MyLTkxOWMtNTViOTZhMDEzOTg4XkEyXkFqcGc@._V1_SX300.jpg", "", "", "Sai Tamhankar, Sambhaji Sasane, Jagdish Kannam", "1 win", "", "India", "Marathi", "", ""
"104", "My Dearest", "2023", "8.9", "5796", "Drama,History,Romance", "80", "tvSeries", "https://www.imdb.com/title/tt26228190/", "TV-MA", "A love-story between a noble woman and a mysterious man set in Joseon during the Qing invasion", "https://m.media-amazon.com/images/M/MV5BZjc5ZDllZjAtMjJmMC00ZGRmLWE3NjYtYmMxMjUxNGI3OTBlXkEyXkFqcGc@._V1_SX300.jpg", "", "", "Lee Ho-Cheol, Park Jeong-yeon, Joonsoo Kim", "5 wins & 5 nominations total", "", "South Korea", "Korean, More", "", ""
"105", "Kabhi Main Kabhi Tum", "2024", "8.9", "5337", "Drama", "0", "tvSeries", "https://www.imdb.com/title/tt32827574/", "", "Opposites attract with the love story between a bibliophile, topper and a sorted girl with a practical approach and a laid-back guy.", "https://m.media-amazon.com/images/M/MV5BNjQxOTkwMjUtMjI5Ni00MGFlLTk4MzItNzFmZDdkZjJmMDc1XkEyXkFqcGc@._V1_SX300.jpg", "", "", "Naeema Naeem Butt, Hania Aamir, Jawed Sheikh", "", "", "Pakistan", "", "", ""
"106", "India's Got Latent", "2024", "8.9", "5261", "Comedy,Game-Show,Reality-TV", "60", "tvSeries", "https://www.imdb.com/title/tt33094114/", "", "Samay Raina and the guest judges hilariously critique the untapped, undeniably entertaining "latent" talents of aspiring performers, testing their self-awareness with a unique scoring system.", "https://m.media-amazon.com/images/M/MV5BNDc1NWQ3NmQtNDRiYi00ZWEwLWEwMjktNDVmNjkzZmVmZmRkXkEyXkFqcGc@._V1_SX300.jpg", "", "", "Samay Raina, Tanmay Bhat, Raghu Ram", "", "", "India", "Hindi", "", ""
"107", "Friends", "1994", "8.8", "1206542", "Comedy,Romance", "22", "tvSeries", "https://www.imdb.com/title/tt0108778/", "TV-14", "The personal and professional lives of six friends living in the Manhattan borough of New York City.", "https://m.media-amazon.com/images/M/MV5BOTU2YmM5ZjctOGVlMC00YTczLTljM2MtYjhlNGI5YWMyZjFkXkEyXkFqcGc@._V1_QL75_UY562_CR1,0,380,562_.jpg", "", "David Crane, Marta Kauffman", "Jennifer Aniston, Courteney Cox, Lisa Kudrow", "Won 6 Primetime Emmys. 79 wins & 231 nominations total", "", "United States", "English, Spanish, Italian, French, Dutch, Hebrew", "", ""
"108", "True Detective", "2014", "8.8", "768693", "Crime,Drama,Mystery", "60", "tvSeries", "https://www.imdb.com/title/tt2356777/", "TV-MA", "Anthology series in which police investigations unearth the personal and professional secrets of those involved, both within and outside the law.", "https://m.media-amazon.com/images/M/MV5BYjgwYzA1NWMtNDYyZi00ZGQyLWI5NTktMDYwZjE2OTIwZWEwXkEyXkFqcGc@._V1_SX300.jpg", "", "Nic Pizzolatto, Issa López", "Vince Vaughn, Colin Farrell, Rachel McAdams", "Won 6 Primetime Emmys. 46 wins & 168 nominations total", "", "United States", "English", "", ""
"109", "Fargo", "2014", "8.8", "474674", "Crime,Drama,Thriller", "60", "tvSeries", "https://www.imdb.com/title/tt2802850/", "TV-MA", "Various chronicles of deception, intrigue, and murder in and around frozen Minnesota. All of these tales mysteriously lead back one way or another to Fargo, North Dakota.", "https://m.media-amazon.com/images/M/MV5BMjMzMTIzMTUwN15BMl5BanBnXkFtZTgwNjE0NTg0MTE@._V1_SX300.jpg", "", "Noah Hawley", "Billy Bob Thornton, Martin Freeman, Allison Tolman", "Won 7 Primetime Emmys. 73 wins & 322 nominations total", "", "United States", "English, German, Korean, Spanish, American Sign , French, Ukrainian, Hebrew, Russian", "", ""
"110", "Seinfeld", "1989", "8.8", "388358", "Comedy", "22", "tvSeries", "https://www.imdb.com/title/tt0098904/", "TV-PG", "The continuing misadventures of neurotic New York City stand-up comedian Jerry Seinfeld and his equally neurotic New York City friends.", "https://m.media-amazon.com/images/M/MV5BMmRjNjZjN2ItN2FkYi00ZDg0LWExN2EtMTU2ODUwNWU1M2NhXkEyXkFqcGc@._V1_SX300.jpg", "", "Larry David, Jerry Seinfeld", "Jerry Seinfeld, Julia Louis-Dreyfus, Michael Richards", "Won 10 Primetime Emmys. 81 wins & 197 nominations total", "", "United States", "English, Spanish, Italian", "", ""
"111", "Succession", "2018", "8.8", "366605", "Comedy,Drama", "60", "tvSeries", "https://www.imdb.com/title/tt7660850/", "TV-MA", "The Roy family is known for controlling the biggest media and entertainment company in the world. However, their world changes when their father steps down from the company.", "https://m.media-amazon.com/images/M/MV5BYTY4YTVkY2QtMjRmOS00YzliLWIxOWQtMTdkOTVkN2UzODNmXkEyXkFqcGc@._V1_SX300.jpg", "", "Jesse Armstrong", "Nicholas Braun, Brian Cox, Kieran Culkin", "Won 19 Primetime Emmys. 141 wins & 265 nominations total", "", "United States", "English", "", ""
"112", "It's Always Sunny in Philadelphia", "2005", "8.8", "284567", "Comedy", "22", "tvSeries", "https://www.imdb.com/title/tt0472954/", "TV-MA", "Five friends with big egos and small brains are the proprietors of an Irish pub in Philadelphia.", "https://m.media-amazon.com/images/M/MV5BMTFiMDg5ZTItNWU2Ni00YzJlLWE4NTQtZjUwNWFhOTViYTk2XkEyXkFqcGc@._V1_SX300.jpg", "", "Glenn Howerton, Rob Mac", "Charlie Day, Glenn Howerton, Rob Mac", "Nominated for 3 Primetime Emmys. 4 wins & 17 nominations total", "", "United States", "English", "", ""
"113", "BoJack Horseman", "2014", "8.8", "238502", "Animation,Comedy,Drama", "25", "tvSeries", "https://www.imdb.com/title/tt3398228/", "TV-MA", "BoJack Horseman was the star of the hit television show "Horsin' Around" in the '80s and '90s, but now he's washed up, living in Hollywood, complaining about everything, and wearing colorful sweaters.", "https://m.media-amazon.com/images/M/MV5BZmMwMDlkNTEtMmQzZS00ODQ0LWJlZmItOTgwYWMwZGM4MzFiXkEyXkFqcGc@._V1_SX300.jpg", "", "Raphael Bob-Waksberg", "Will Arnett, Amy Sedaris, Alison Brie", "Nominated for 3 Primetime Emmys. 35 wins & 43 nominations total", "", "United States", "English", "", ""
"114", "Dragon Ball Z", "1996", "8.8", "180636", "Action,Adventure,Animation", "24", "tvSeries", "https://www.imdb.com/title/tt0214341/", "TV-PG", "With the help of the powerful Dragonballs, a team of fighters led by the saiyan warrior Goku defend the planet earth from extraterrestrial enemies.", "https://m.media-amazon.com/images/M/MV5BN2VlNTdlMzQtYzE5OC00YmYwLTgyZTItYjEzMWY0ZDNjMTJhXkEyXkFqcGc@._V1_SX300.jpg", "", "", "Doc Harris, Christopher Sabat, Scott McNeil", "", "", "Japan, United States, Canada", "Japanese, English", "", ""
"115", "Curb Your Enthusiasm", "2000", "8.8", "168671", "Comedy", "30", "tvSeries", "https://www.imdb.com/title/tt0264235/", "TV-MA", "Larry David stars as an over-the-top version of himself in this comedy series that shows how seemingly trivial details of day-to-day life can precipitate a catastrophic chain of events.", "https://m.media-amazon.com/images/M/MV5BZmFiZDY2ZDItZDliOC00Y2JhLTliMWYtODkzMTA0YmIwZDA3XkEyXkFqcGc@._V1_SX300.jpg", "", "Larry David", "Larry David, Cheryl Hines, Jeff Garlin", "Won 2 Primetime Emmys. 22 wins & 186 nominations total", "", "United States", "English", "", ""
"116", "When They See Us", "2019", "8.8", "161399", "Biography,Crime,Drama", "75", "tvMiniSeries", "https://www.imdb.com/title/tt7137906/", "TV-MA", "Five teens from Harlem become trapped in a nightmare when they're falsely accused of a brutal attack in Central Park. Based on the true story.", "https://m.media-amazon.com/images/M/MV5BMGU0MDIzZTAtYjBjZi00ZDQ1LThlYzctNWJkOWU4NTI5OWNkXkEyXkFqcGc@._V1_SX300.jpg", "Ava DuVernay", "Ava DuVernay", "Asante Blackk, Caleel Harris, Ethan Herisse", "Won 2 Primetime Emmys. 31 wins & 78 nominations total", "", "United States", "English, Spanish", "", ""
"117", "Dhindora", "2021", "8.8", "126923", "Comedy,Drama", "25", "tvSeries", "https://www.imdb.com/title/tt14650074/", "Not Rated", "It revolves around Bhuvan and his family's everyday lives, when an unexpected purchase leads to a series of events and depicts every common man's larger than life dreams.", "https://m.media-amazon.com/images/M/MV5BNDgxYzRkNGEtMzMzZi00MjgyLTk3YzQtNjcxYjJkM2I2M2Q5XkEyXkFqcGc@._V1_SX300.jpg", "", "Bhuvan Bam", "Bhuvan Bam, Gayatri Bhardwaj, Jeeveshu Ahluwalia", "4 wins & 5 nominations", "", "India", "Hindi", "", ""
"118", "Fawlty Towers", "1975", "8.8", "112283", "Comedy", "30", "tvSeries", "https://www.imdb.com/title/tt0072500/", "TV-PG", "Hotel owner Basil Fawlty's incompetence, short fuse, and arrogance form a combination that ensures accidents and trouble are never far away.", "https://m.media-amazon.com/images/M/MV5BODM5YWE5NDAtZTU4MC00YWI0LThjMjItNTlhMTQ5Y2Y5NWJiXkEyXkFqcGc@._V1_SX300.jpg", "", "Connie Booth, John Cleese", "John Cleese, Prunella Scales, Andrew Sachs", "Won 3 BAFTA 6 wins & 2 nominations total", "", "United Kingdom", "English, Spanish", "", ""
"119", "Last Week Tonight with John Oliver", "2014", "8.8", "105929", "Comedy,News,Talk-Show", "30", "tvSeries", "https://www.imdb.com/title/tt3530232/", "TV-MA", "Former Daily Show host and correspondent John Oliver brings his persona to this weekly news satire program.", "https://m.media-amazon.com/images/M/MV5BZDM5YzVhYWYtMjUzMy00OTBhLThhYzAtNjEzN2IwMzk4ZWVlXkEyXkFqcGc@._V1_SX300.jpg", "", "", "John Oliver, David Kaye, Donald Trump", "Won 32 Primetime Emmys. 98 wins & 130 nominations total", "", "United States", "English", "", ""
"120", "Dragon Ball Z", "1989", "8.8", "105138", "Action,Adventure,Animation", "24", "tvSeries", "https://www.imdb.com/title/tt0121220/", "TV-PG", "The adventures of Earth's martial arts defender, Son Goku, continue with a new family and the revelation of his alien origins. Now Goku and his allies must defend the planet from an onslaught of new extraterrestrial enemies.", "https://m.media-amazon.com/images/M/MV5BNmFiM2FkYTYtY2FiOS00ZWJkLTkyOTgtNmFmODI4NjcwNDgzXkEyXkFqcGc@._V1_SX300.jpg", "", "", "Masako Nozawa, Jôji Yanami, Mayumi Tanaka", "", "", "Japan", "Japanese", "", ""
"121", "Pride and Prejudice", "1995", "8.8", "104902", "Drama,Romance", "50", "tvMiniSeries", "https://www.imdb.com/title/tt0112130/", "TV-PG", "While the arrival of wealthy gentlemen sends her marriage-minded mother into a frenzy, willful and opinionated Elizabeth Bennet matches wits with haughty Mr. Darcy.", "https://m.media-amazon.com/images/M/MV5BYzNkMjRmZGMtODg1Ni00MjIxLWI4MTYtOGEwM2YyMmZiMjUzXkEyXkFqcGc@._V1_SX300.jpg", "", "", "Colin Firth, Jennifer Ehle, Susannah Harker", "Won 1 Primetime Emmy. 9 wins & 13 nominations total", "", "United Kingdom", "English", "", ""
"122", "Steins; Gate", "2011", "8.8", "96369", "Animation,Comedy,Drama", "24", "tvSeries", "https://www.imdb.com/title/tt1910272/", "TV-14", "After discovering time travel, a university student and his colleagues must use their knowledge of it to stop an evil organization and their diabolical plans.", "https://m.media-amazon.com/images/M/MV5BZjI1YjZiMDUtZTI3MC00YTA5LWIzMmMtZmQ0NTZiYWM4NTYwXkEyXkFqcGc@._V1_SX300.jpg", "", "", "Mamoru Miyano, Asami Imai, Kana Hanazawa", "1 nomination total", "", "Japan", "Japanese, English", "", ""
"123", "Monty Python's Flying Circus", "1969", "8.8", "87749", "Comedy", "30", "tvSeries", "https://www.imdb.com/title/tt0063929/", "TV-14", "The original surreal sketch comedy showcase for the Monty Python troupe.", "https://m.media-amazon.com/images/M/MV5BZDkyZjUyOTUtYWI3Zi00YTJhLTk3MDMtY2Q2MGM1ZjFhNTRkXkEyXkFqcGc@._V1_SX300.jpg", "", "Graham Chapman, Eric Idle, Terry Jones", "Graham Chapman, John Cleese, Terry Gilliam", "Won 3 BAFTA 4 wins & 7 nominations total", "", "United Kingdom", "English, Arabic, French, German, Italian, Mandarin, Spanish", "", ""
"124", "Berserk", "1997", "8.8", "82839", "Action,Adventure,Animation", "23", "tvSeries", "https://www.imdb.com/title/tt0318871/", "TV-MA", "Guts, a wandering mercenary, joins the Band of the Hawk after being defeated in a duel by Griffith, the group's leader and founder. Together, they dominate every battle, but something menacing lurks in the shadows.", "https://m.media-amazon.com/images/M/MV5BMzEzMzhkNDgtY2Q0YS00MDk0LTg0YzItODY5ZjNjMDc4ODI3XkEyXkFqcGc@._V1_SX300.jpg", "", "Kentaro Miura", "Marc Diraison, Nobutoshi Canna, Carrie Keranen", "", "", "Japan, Poland", "Japanese, English", "", ""
"125", "Chappelle's Show", "2003", "8.8", "79489", "Comedy,Music", "22", "tvSeries", "https://www.imdb.com/title/tt0353049/", "TV-MA", "Comedian Dave Chappelle hosts this sketch-comedy show that parodies many of the nuances of race and culture.", "https://m.media-amazon.com/images/M/MV5BNzgxYTFlMjYtMWM0MC00ZjQzLWJjMjUtNDZhNGE0Yzg2YmRjXkEyXkFqcGc@._V1_SX300.jpg", "", "Neal Brennan, Dave Chappelle", "Dave Chappelle, Donnell Rawlings, Neal Brennan", "Nominated for 3 Primetime Emmys. 7 wins & 16 nominations total", "", "United States", "English", "", ""
"126", "Monster", "2004", "8.8", "74990", "Animation,Crime,Drama", "24", "tvSeries", "https://www.imdb.com/title/tt0434706/", "TV-14", "Tenma, a brilliant neurosurgeon with a promising future, risks his career to save the life of a critically wounded young boy. The boy, now a charismatic young man, reappears 9 years later in the midst of a string of unusual serial...", "https://m.media-amazon.com/images/M/MV5BYzU2MWQ5NGQtYmNlMC00ZjJkLWJmODItZDM5MDM3YmUyMWJkXkEyXkFqcGc@._V1_SX300.jpg", "", "Naoki Urasawa", "Hidenobu Kiuchi, Liam O'Brien, Eiji Hanawa", "", "", "Japan, Poland", "English, Japanese", "", ""
"127", "Blackadder Goes Forth", "1989", "8.8", "65649", "Comedy,War", "30", "tvSeries", "https://www.imdb.com/title/tt0096548/", "TV-PG", "Stuck in the middle of World War I, Captain Edmund Blackadder does his best to escape the banality of the war.", "https://m.media-amazon.com/images/M/MV5BM2ZiODg3ZWQtMzcyMC00MTRhLWI2MjItNjk5OTdlOTRiMGRiXkEyXkFqcGc@._V1_SX300.jpg", "", "", "Rowan Atkinson, Tony Robinson, Stephen Fry", "Won 2 BAFTA 3 wins total", "", "United Kingdom", "English", "", ""
"128", "Das Boot", "1985", "8.8", "40443", "Drama,War", "98", "tvMiniSeries", "https://www.imdb.com/title/tt0081834/", "TV-MA", "A World War II German U-Boat crew have a terrifying patrol mission in the early days of the war.", "https://m.media-amazon.com/images/M/MV5BZjkzZGM2MGMtN2NjNC00ZWIwLWE2NWItZTVlYmU2NDQ0MzczXkEyXkFqcGc@._V1_SX300.jpg", "", "", "Jürgen Prochnow, Herbert Grönemeyer, Klaus Wennemann", "3 wins total", "", "West Germany, France, United Kingdom, Italy", "German, French, English", "", ""
"129", "Behzat Ç: An Ankara Detective Story", "2010", "8.8", "36449", "Comedy,Crime,Drama", "90", "tvSeries", "https://www.imdb.com/title/tt1795096/", "TV-14", "An inharmonious police team in Ankara Police Force and its discredited police chief fight crime.", "https://m.media-amazon.com/images/M/MV5BNTIyOTBlZDEtNTkzOC00MTcwLWE4YjktOGRlNGEzYTNmN2Y2XkEyXkFqcGc@._V1_SX300.jpg", "", "", "Erdal Besikçioglu, Inanç Konukçu, Ege Aydan", "3 wins & 7 nominations", "", "Turkey", "Turkish", "", ""
"130", "Flames", "2018", "8.8", "34342", "Comedy,Drama,Romance", "30", "tvSeries", "https://www.imdb.com/title/tt7927936/", "TV-14", "A teenage romance from The Timeliners that aims straight from the heart. This web-series is the story of a young romance unfolding as a chemical reaction.", "https://m.media-amazon.com/images/M/MV5BNzc5MmU0NTItMzg4Mi00ZjRiLTkyMGQtNDM4MzQ4NjYwNmIwXkEyXkFqcGc@._V1_SX300.jpg", "", "", "Ritvik Sahore, Tanya Maniktala, Sunakshi Grover", "", "", "India", "Hindi", "", ""
"131", "I, Claudius", "1976", "8.8", "22452", "Biography,Drama,History", "50", "tvMiniSeries", "https://www.imdb.com/title/tt0074006/", "Not Rated", "The personal and governmental affairs of the Julio-Claudian dynasty at the beginning of the Roman Empire, as recalled by one of its rulers.", "https://m.media-amazon.com/images/M/MV5BZmIwMjNkMzMtZDM0Ny00YjVkLTkzNDQtYWFiNmQxOTc3MDZmXkEyXkFqcGc@._V1_SX300.jpg", "", "", "Derek Jacobi, John Hurt, Siân Phillips", "Won 1 Primetime Emmy. 7 wins & 5 nominations total", "", "United Kingdom", "English, German", "", ""
"132", "Rocket Boys", "2022", "8.8", "20727", "Biography,Drama,History", "45", "tvSeries", "https://www.imdb.com/title/tt13868972/", "", "The story of two extraordinary men, Dr. Homi Jehangir Bhabha and Dr. Vikram Ambalal Sarabhai, who created history while building India's future.", "https://m.media-amazon.com/images/M/MV5BNGI4Mzc5YjItMTkwMC00YTY4LTg0ZjgtMTk5N2EyM2RlYTM2XkEyXkFqcGc@._V1_SX300.jpg", "", "Nikkhil Advani", "Jim Sarbh, Saba Azad, Regena Cassandrra", "43 wins & 44 nominations total", "", "India", "Hindi", "", ""
"133", "Sarabhai V/S Sarabhai", "2004", "8.8", "20046", "Comedy", "30", "tvSeries", "https://www.imdb.com/title/tt1518542/", "TV-PG", "Revolves around the lives of the members of an Uber Wealthy - High Society Gujarati family of Cuffe Parade - South Mumbai, whose daughter-in-law is from a middle class Delhi background.", "https://m.media-amazon.com/images/M/MV5BYzQ5OWMxM2YtZDVkNS00Y2E4LWJmOTItYmMwNTM0Nzk4NTczXkEyXkFqcGc@._V1_SX300.jpg", "", "", "Satish Shah, Ratna Pathak Shah, Sumeet Raghavan", "11 wins & 9 nominations total", "", "India", "Hindi, Gujarati, English", "", ""
"134", "Fighting Spirit", "2000", "8.8", "19663", "Action,Animation,Comedy", "30", "tvSeries", "https://www.imdb.com/title/tt0481256/", "TV-PG", "Ippo, a teenage boy with a pure heart and unrelenting determination, discovers a passion for boxing after veteran fighter Takamura saves him from bullies.", "https://m.media-amazon.com/images/M/MV5BN2UzMmM5NTQtYjUxYy00OWVjLTkwOWMtYzFhOGQxN2VlZjI5XkEyXkFqcGc@._V1_SX300.jpg", "", "", "Rikiya Koyama, Kôhei Kiyasu, Steve Staley", "", "", "Japan", "Japanese, English", "", ""
"135", "Twinkling Watermelon", "2023", "8.8", "16134", "Comedy,Drama,Fantasy", "70", "tvSeries", "https://www.imdb.com/title/tt27446493/", "", ""Sparkling Watermelon" will tell the story of a boy living a double life between a model student and a band member who gets to time slip and meets his 18-year-old father. The two will build friendships there.", "https://m.media-amazon.com/images/M/MV5BZGNhMDc0NTgtODc1MS00ZWU5LTgwMWUtYmYzMDZjNDg5ODk1XkEyXkFqcGc@._V1_SX300.jpg", "", "", "Ryeoun, Seol In-ah, Kwon Do-Hyung", "", "", "South Korea", "Korean", "", ""
"136", "Black Sun", "2017", "8.8", "14120", "Crime,Drama,Thriller", "60", "tvSeries", "https://www.imdb.com/title/tt6108262/", "TV-MA", "A historical fiction drama and thriller set in the turbulent period of the late 1920s in the Balkans as a place where high politics, local interests, capital and crime all merge together.", "https://m.media-amazon.com/images/M/MV5BYzMwMTY3NzktNGE0NC00MjJiLWIyNzMtNGY2MDU5ZTgyMDAyXkEyXkFqcGc@._V1_SX300.jpg", "", "Dragan Bjelogrlic", "Andrija Kuzmanovic, Marija Bergam, Dragan Bjelogrlic", "3 wins & 1 nomination total", "", "Serbia", "Serbian, Russian, Macedonian, German, Slovenian", "", ""
"137", "Mister Rogers' Neighborhood", "1968", "8.8", "10755", "Family,Fantasy,Music", "30", "tvSeries", "https://www.imdb.com/title/tt0062588/", "TV-Y", "Fred Rogers explores various topics for young viewers through presentations and music, both in his world and in the Neighborhood of Make-Believe.", "https://m.media-amazon.com/images/M/MV5BNGQ3ZWFkZDMtNjlmNC00NWNmLWJlYzctMDlkZDdiNDBiZTgxXkEyXkFqcGc@._V1_SX300.jpg", "", "", "Fred Rogers, Betty Aberlin, David Newell", "Nominated for 3 Primetime Emmys. 8 wins & 66 nominations total", "", "United States", "English", "", ""
"138", "Harga", "2021", "8.8", "10111", "Drama", "40", "tvSeries", "https://www.imdb.com/title/tt11992526/", "", "A word that defines the one-way journey by death boats, from Tunisia across the Mediterranean Sea, to Europe the safe haven in the eyes of these immigrants.", "https://m.media-amazon.com/images/M/MV5BNWQzOWJjY2EtNWYzYS00YWMyLTljMzAtNWQxOTEwZGY4Yjk0XkEyXkFqcGc@._V1_SX300.jpg", "", "Lassaad Oueslati", "Sana Al Habib, Wajiha Jendoubi, Riadh Hamdi", "", "", "Tunisia, Italy", "Arabic, Italian", "", ""
